Extraversion,Agreeableness,Conscientiousness,Emotional_Stability,Intellect_Imagination,Food & Drink,Tools,Communication,Productivity,Business,Photography,Shopping,Education,Personalization,Action,Music & Audio,Books & Reference,Entertainment,Dating,Educational,Puzzle,Finance,Travel & Local,Casual,Art & Design,Card,Racing,Strategy,Health & Fitness,Video Players & Editors,Lifestyle,Sports,Simulation,Social,Adventure,Role Playing,News & Magazines,Word,Arcade,Trivia,Board,Weather,Medical,Comics,Uncategorized
0,0,0,0,0,0,23,3123,2,0,15,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11395,0,0,0,0,0,0,0,4

